Nom;Téléphone;Site;Email_Scrapé;Pixel_FB;Mobile_OK;CMS;IA_Relevant
LJC CONCEPT;Numéro de téléphone: 0484 55 62 45;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
S/M carrelage;Numéro de téléphone: 0487 54 11 09;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Renoc;Numéro de téléphone: 071 30 38 77;http://www.renoc.be/;NOT_FOUND;NON;NON;NOT_FOUND;FALSE
Ets V. Tubello & Fils - Carrelages;Numéro de téléphone: 0477 92 61 81;http://www.tubello-carrelages.be/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
INTER FACADE;Numéro de téléphone: 0485 43 11 39;https://interfacade.be/;inter.facade@yahoo.com;NON;OUI;NOT_FOUND;FALSE
Faço Gilly;Numéro de téléphone: 071 42 06 75;http://www.facozinc.com/;NOT_FOUND;NON;OUI;WordPress;TRUE
S B Carrelage;Numéro de téléphone: 0474 31 38 58;http://www.sb-carrelage.be/index.html;sbcarrelage@live.be;NON;OUI;NOT_FOUND;TRUE
A.K. Construction;Numéro de téléphone: 0495 12 36 84;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Aimon Rénove;Numéro de téléphone: 0467 07 71 97;https://www.aimon-renov.be/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
JNERGRID;Numéro de téléphone: 0487 41 15 31;https://jnergrid.com/;NOT_FOUND;NON;OUI;WordPress;FALSE
Daniel Lizardo;Numéro de téléphone: 0485 92 27 72;http://daniellizardo.be/;NOT_FOUND;NON;OUI;Wix;FALSE
BMB carrelage;Numéro de téléphone: 0470 70 69 87;https://www.bmbcarrelage.be/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Construction by Matias;NOT_FOUND;http://constructionbymatias.com/;NOT_FOUND;NON;NON;NOT_FOUND;FALSE
Beau comme Bertrand - Showroom Pierres & Carrelages à Gosselies;Numéro de téléphone: 071 85 03 05;https://www.beaucommebertrand.com/;gosselies@granitinter.com;NON;OUI;WordPress;TRUE
Cazzoli&fils;Numéro de téléphone: 071 51 92 49;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Quelque Chose à Faire asbl;Numéro de téléphone: 071 31 78 52;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Puglisi / Salvatore;Numéro de téléphone: 071 34 47 42;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Vuerich Carrelages s.a.;Numéro de téléphone: 0495 74 71 37;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Impermo Gosselies;Numéro de téléphone: 011 68 10 26;https://www.impermo.be/fr/content/impermo-gosselies-150;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Institut Provincial Thomas Edison (IPTE);Numéro de téléphone: 071 55 22 68;https://www.etudierenhainaut.be/ietsps-charleroi.html;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Koloss Fenetres Sprl;Numéro de téléphone: 071 46 53 73;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Adn Group;NOT_FOUND;http://www.ad-group.be/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
TASNIER;Numéro de téléphone: 0498 43 07 20;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
ServiMat S.A.;Numéro de téléphone: 071 25 35 25;http://www.servimat.be/;info@servimat.be;OUI;OUI;WordPress;TRUE
Alta Entreprise;Numéro de téléphone: 0476 53 91 52;https://artisaneo.fr/altaentreprise;NOT_FOUND;NON;OUI;NOT_FOUND;TRUE
Masa Construct sprl;Numéro de téléphone: 0473 39 25 99;http://www.masaconstruct.com/contact.html;contact@masaconstruct.com;NON;OUI;NOT_FOUND;TRUE
Centre de compétence Construform Hainaut - Site de Châtelineau;Numéro de téléphone: 071 29 50 04;https://hainaut.formation-construform.be/;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
My art carrelage;Numéro de téléphone: 0486 52 16 68;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
CARRELAGES PIRAS SRL;Numéro de téléphone: 0495 25 30 73;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Onal Chape;Numéro de téléphone: 071 74 48 11;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Philippe Poulain | Carreleur et chapiste;Numéro de téléphone: 0477 97 87 45;https://www.poulain-carrelages-chapes.be/;poulain.carrelages@gmail.com;NON;OUI;WordPress;TRUE
Will Design Carrelage;Numéro de téléphone: 0498 63 87 86;https://www.willdesigncarrelage.be/;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Le Forem : Service clientèle de Charleroi;Numéro de téléphone: 071 29 50 19;https://www.leforem.be/;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Desci Renovation;Numéro de téléphone: 0484 26 89 50;https://www.descirenovation.com/;NOT_FOUND;NON;OUI;WordPress;FALSE
SRL Davit CARRELAGE;Numéro de téléphone: 0483 50 53 27;https://www.davitcarrelage.be/;605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;NON;OUI;WordPress;TRUE
Dupont Sébastien;Numéro de téléphone: 0498 45 42 53;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
JS Construct;NOT_FOUND;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Carrelages Lassoie;Numéro de téléphone: 071 84 08 73;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Julien Pené - Chape et Carrelage;Numéro de téléphone: 0472 86 31 34;https://fr-fr.facebook.com/people/Julien-Pen%C3%A9-Chape-Carrelage/100016897455124;NOT_FOUND;NON;OUI;Shopify;TRUE
Saiudalco sprl;Numéro de téléphone: 071 38 42 61;http://www.saiudalco.com/;NOT_FOUND;NON;OUI;WordPress;FALSE
Gagliano Carrelages sprl;Numéro de téléphone: 0473 23 31 48;https://www.google.com/maps/place/Centre+de+comp%C3%A9tence+Construform+Hainaut+-+Site+de+Ch%C3%A2telineau/data=!4m7!3m6!1s0x47c222c7b76702f9:0x807a1ef5c2e862b1!8m2!3d50.4357493!4d4.5112897!16s%2Fg%2F1q2wk0q8z!19sChIJ-QJnt8ciwkcRsWLowvUeeoA;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
