Nom;Téléphone;Site;Email_Scrapé;Pixel_FB;Mobile_OK;CMS;IA_Relevant
Atelier d'architecture Et d'expertise Mariettos;Numéro de téléphone: 065 88 48 24;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Bizet / Anne;Numéro de téléphone: 0477 90 10 89;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Casa Lamotte;Numéro de téléphone: 0477 94 37 57;http://www.casalamotte.be/;NOT_FOUND;NON;NON;NOT_FOUND;FALSE
Architecte / Auditeur énergétique / Architecte d'intérieur / Certibeau / PEB / RAES Frédéric;Numéro de téléphone: 0483 08 38 18;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Cornet / Jacques;Numéro de téléphone: 065 84 07 36;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Atelier d’Architecture Di Nunzio Pierre SRL;Numéro de téléphone: 0477 63 88 40;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Paysagiste Mons - PT jardin et gazon;Numéro de téléphone: 0496 39 24 00;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Wielemans / Alain;Numéro de téléphone: 065 31 97 03;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Dekoker / Claire;Numéro de téléphone: 0472 43 55 17;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
UMONS Place du parc 20;Numéro de téléphone: 065 37 31 11;https://web.umons.ac.be/fr/;NOT_FOUND;NON;OUI;WordPress;FALSE
Jeremy Di Timoteo;Numéro de téléphone: 0473 44 61 54;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Spremont Stéphanie;Numéro de téléphone: 065 65 57 42;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Thierry Derumier Architecte - Espace 31;Numéro de téléphone: 065 60 01 42;http://www.architecte-derumier.net/;NOT_FOUND;NON;OUI;Webflow;FALSE
Xpress Garden Mons;Numéro de téléphone: 0474 80 21 11;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Service Architecture De Vlieger;Numéro de téléphone: 065 51 55 07;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Pépinière J. Mainil srl;Numéro de téléphone: 065 33 94 22;http://www.pepinieresmainil.be/;francmail@belgacom.net;NON;NON;NOT_FOUND;FALSE
Scoubeau / Thierry;NOT_FOUND;https://local.infobel.be/BE100182778-065340190/thierry_scoubeau-mons.html;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
AS-A / Association-Architectes Sprl;Numéro de téléphone: 0495 71 01 93;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
UMONS - site Houdain - Faculté Polytechnique de Mons;Numéro de téléphone: 065 37 40 33;https://web.umons.ac.be/fpms/fr/;info.polytech@umons.ac.be;NON;OUI;WordPress;FALSE
