Nom;Téléphone;Site;Email_Scrapé;Pixel_FB;Mobile_OK;CMS;IA_Relevant
Arnaud Pizziga Architecte;Numéro de téléphone: 0494 70 32 18;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
OSMOSIS ARCHITECTES SPRL;Numéro de téléphone: 064 33 74 30;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Christian Lombard - Architecte;Numéro de téléphone: 064 26 14 39;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Architecte Rosa Renga;Numéro de téléphone: 064 33 12 50;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Sciamanna / Maurizio;Numéro de téléphone: 064 66 50 25;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Didier Pollart, Atelier D'Architecture;Numéro de téléphone: 064 65 02 52;http://www.didierpollart.be/;info@didierpollart.be;NON;OUI;NOT_FOUND;FALSE
Bureau d'Architectes et de Géomètres Experts Deprez. srl. - En abrégé:(BAGED srl);Numéro de téléphone: 064 22 53 11;http://www.baged.be/;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Atelier d'architecture Didier Floris & Co;Numéro de téléphone: 064 26 64 74;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
A & S, Architecture et Securite;Numéro de téléphone: 064 44 39 82;https://www.pagesdor.be/entreprise/Morlanwelz/L11292907/A+%26+S,+Architecture+et+Securite/;mazy@a-s-css.com;NON;OUI;NOT_FOUND;FALSE
Vanzet Architecture;Numéro de téléphone: 064 70 02 01;http://www.vanzet-architecture.be/;contact@vanzet-architecture.be;NON;OUI;WordPress;TRUE
Bassetto Robert sprl;Numéro de téléphone: 064 37 01 23;http://www.robertbassetto.com/contact.php;bassetto.architecte@skynet.be;NON;NON;NOT_FOUND;TRUE
Fasbender / Benoit;Numéro de téléphone: 064 22 43 03;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Solutions4CE srl;Numéro de téléphone: 0498 48 79 10;https://solutions4ce.com/;info@solutions4ce.com;NON;OUI;WordPress;TRUE
Monachino / David;Numéro de téléphone: 064 84 86 69;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
De Nora / Dominique;Numéro de téléphone: 064 67 50 50;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Espaces Pierre&Jardins;Numéro de téléphone: 0496 04 76 58;http://www.facebook.com/pierreetjardinsbe;espaces-pierre-jardins@outlook.be;NON;OUI;Wix;FALSE
BENOIT Xavier;Numéro de téléphone: 0483 98 86 34;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Integral Construct Sprl;Numéro de téléphone: 064 45 94 23;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Cordier / Alain;Numéro de téléphone: 064 28 02 01;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Monachino Leandro;Numéro de téléphone: 064 28 45 13;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Hertsens Didier;Numéro de téléphone: 064 26 53 74;http://www.didierhertsens.com/;info@didierhertsens.com;NON;NON;WordPress;TRUE
Dardenneconstruct;Numéro de téléphone: 0499 74 58 84;https://www.dardenne-construct.be/;dardenneconstruct@yahoo.com;NON;OUI;WordPress;TRUE
Evgenia design;Numéro de téléphone: 0494 22 04 72;http://www.evgenia.design/;hello@evgenia.design;NON;OUI;WordPress;TRUE
Espaces Verts Masse et Fils;NOT_FOUND;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Frezin Delphine, Décorateur d'intérieur;Numéro de téléphone: 064 54 00 76;http://histoiresdecouleurs.be/;info@histoiresdecouleurs.be;NON;OUI;Wix;FALSE
arch'in mdi;Numéro de téléphone: 0497 76 88 02;https://www.archinmdi.com/;massimo.dionisio@outlook.be;NON;OUI;WordPress;TRUE
Ass.moment. Carré 7-Gosse G.. Union Prof.;Numéro de téléphone: 064 23 89 55;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Lambdarchitectes;Numéro de téléphone: 0494 05 89 34;http://www.lambdarchitectes.com/;NOT_FOUND;NON;OUI;Squarespace;TRUE
Centr'Habitat;Numéro de téléphone: 064 22 17 82;http://www.centrhabitat.be/;info@centrhabitat.be;NON;OUI;NOT_FOUND;FALSE
Parlante / Sonia;Numéro de téléphone: 0476 48 22 14;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Arty Architecture and Co;Numéro de téléphone: 064 70 06 06;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
M-Consulting;Numéro de téléphone: 0494 14 64 23;http://mconsult-ing.be/;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
D²Solutions;Numéro de téléphone: 0477 30 62 58;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Topo-Louve;Numéro de téléphone: 064 21 64 06;https://www.pagesdor.be/entreprise/La+Louvi%C3%A8re/L631822/Topo-Louve/;valentin_petit@hotmail.com;NON;OUI;NOT_FOUND;FALSE
Enzo&Monica;Numéro de téléphone: 0472 90 90 15;https://www.facebook.com/profile.php;NOT_FOUND;NON;OUI;Shopify;FALSE
TAO intérieur;Numéro de téléphone: 0476 74 06 67;https://www.tao-interieur.be/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Cobatec Alarm security;Numéro de téléphone: 064 28 21 81;http://www.cobatec.be/;NOT_FOUND;OUI;OUI;WordPress;FALSE
TVIZ - Visualisation Architecturale;Numéro de téléphone: 0496 07 41 97;http://www.tviz3d.com/;605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com;NON;OUI;WordPress;TRUE
Mandie Construct;Numéro de téléphone: 0455 10 86 43;https://www.mandieconstruct.be/;info@mandieconstruct.com;NON;OUI;WordPress;FALSE
Alpex Plafond;Numéro de téléphone: 0494 08 43 33;https://plafond-tendu-accessoires.be/;NOT_FOUND;NON;OUI;NOT_FOUND;FALSE
Didier Charlier;Numéro de téléphone: 064 28 36 41;http://charlier-didier.be/;charlier-didier@skynet.be;NON;OUI;WordPress;TRUE
Atelier Art DKo;Numéro de téléphone: 0496 93 96 24;https://atelierartdko.be/;info@atelierartdko.be;NON;OUI;WordPress;TRUE
Keramis - Centre de la Céramique;Numéro de téléphone: 064 23 60 70;http://www.keramis.be/;info@keramis.be;OUI;OUI;WordPress;FALSE
Arnould Denis;Numéro de téléphone: 0475 66 63 89;https://www.arnoulddenis-architecte.be/;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Proietto / Marine;Numéro de téléphone: 064 67 63 79;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
G.c. Bati;NOT_FOUND;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
Benoit Xavier architecte;Numéro de téléphone: 0483 98 86 34;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
DALT Architectes;Numéro de téléphone: 0496 15 78 21;http://dalt-architectes.be/;atelier@dalt-architectes.be;OUI;OUI;WordPress;TRUE
S.M. Architecture;Numéro de téléphone: 0499 24 51 79;NOT_FOUND;NOT_FOUND;NON;NON;NOT_FOUND;UNKNOWN
